account_id,company_name,industry,region,country,segment,employees,contract_start_date,tenure_months,contract_type,arr_usd,licensed_seats,active_seats,seat_utilization,modules_adopted,modules_list,uses_enlighten_ai,digital_channels_enabled,digital_channel_share_pct,monthly_interactions,usage_trend_pct,avg_login_freq_per_week,onboarding_completed,time_to_value_days,csm_assigned,qbrs_last_12m,support_tickets_90d,critical_incidents_12m,avg_csat,nps_last,discount_pct,price_increase_at_renewal_pct,days_payment_overdue,expansion_arr_usd,health_score,churn_risk_score,status,churned,churn_date,churn_reason
CX-100753,Falcon Insurance,Technology / SaaS,APAC,Japan,Mid-Market,342,2025-12-22,6,Monthly,440700,391,317,0.811,5,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Interaction Analytics; Recording & Compliance; Workforce Management (WFM),No,Yes,53.9,81917,12.2,2.4,Yes,24,Marcus Reed,4,13,0,3.75,0,15.8,23.9,5,-44100,48,50,Active,0,,
CX-100754,Maple Bank,Public Sector,EMEA,South Africa,Enterprise,16363,2022-06-24,48,Annual,1376000,1889,1580,0.836,7,ACD (Omnichannel Routing); Enlighten AI (Copilot / Autopilot); Interaction Analytics; Performance Management; Quality Management; Recording & Compliance; Workforce Management (WFM),Yes,No,6.5,441789,-15.0,5.4,Yes,34,Sofia Marin,3,7,1,3.3,10,15.1,15.7,0,0,67,39,Active,0,,
CX-100755,Tidewater Resorts,Telecom,APAC,Philippines,Enterprise,44039,2023-09-23,33,Annual,2969200,2881,1570,0.545,4,Digital Channels (Chat/Email/Social); IVR / Voice; Performance Management; Workforce Management (WFM),No,Yes,34.0,851642,-5.6,1.4,Yes,35,Aisha Khan,3,20,0,4.3,2,7.4,2.2,0,0,46,47,Active,0,,
CX-100756,Solstice Telecom,Insurance,LATAM,Mexico,SMB,178,2021-09-24,57,Annual,51000,39,23,0.59,2,IVR / Voice; Quality Management,No,No,0.9,8641,-4.3,3.2,Yes,36,Priya Nair,1,5,1,3.09,2,5.2,12.6,0,0,60,32,Active,0,,
CX-100757,Vertex Brands,Telecom,EMEA,United Kingdom,Enterprise,27638,2024-02-22,28,Multi-Year,1324900,1831,1535,0.838,6,Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); Feedback Management; IVR / Voice; Quality Management; Workforce Management (WFM),Yes,Yes,10.4,326117,-9.5,6.1,Yes,19,Kenji Watanabe,0,5,1,3.18,0,33.4,2.9,32,0,59,44,Active,0,,
CX-100758,Northwind Insurance,Telecom,LATAM,Brazil,SMB,95,2022-02-23,52,Annual,34500,35,15,0.429,1,Workforce Management (WFM),No,No,3.8,4955,-12.2,5.1,No,188,Aisha Khan,3,24,0,3.57,0,7.7,0,10,0,55,55,Churned,1,2025-12-12,Poor support experience
CX-100759,Evergreen Industries,Insurance,North America,United States,Enterprise,48534,2024-10-22,20,Annual,2147400,2318,1431,0.617,7,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); Feedback Management; Quality Management; Recording & Compliance; Workforce Management (WFM),Yes,Yes,43.3,352417,16.7,3.4,Yes,45,Tom Fischer,0,22,0,3.64,6,33.9,5.5,0,-214700,44,53,Active,0,,
CX-100760,Solstice Communications,Telecom,North America,United States,SMB,22,2025-03-23,15,Annual,37700,39,22,0.564,1,Workforce Management (WFM),No,No,1.9,9010,-19.0,1.1,Yes,21,Tom Fischer,1,10,0,3.45,0,13.8,7.2,0,-3800,58,42,Churned,1,2025-04-28,Switched to competitor
CX-100761,Falcon Networks,Retail,North America,Canada,Mid-Market,750,2022-09-23,45,Multi-Year,359700,392,214,0.546,3,Feedback Management; Recording & Compliance; Workforce Management (WFM),No,No,0.0,41166,8.5,4.1,Yes,67,Noa Cohen,0,14,1,4.11,8,34.1,6.1,0,0,55,48,Active,0,,
CX-100762,Aurora Networks,Telecom,APAC,India,SMB,126,2025-09-22,9,Annual,79000,56,40,0.714,3,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Quality Management,No,Yes,28.6,20122,18.7,4.2,Yes,22,Sofia Marin,1,9,0,3.95,9,6.7,24.4,7,-7900,73,26,Churned,1,2026-02-17,Price / budget cuts
CX-100763,Solstice Communications,Technology / SaaS,North America,Canada,SMB,270,2023-08-24,34,Annual,30300,22,14,0.636,2,Performance Management; Recording & Compliance,No,No,4.3,6854,26.4,5.7,Yes,19,Marcus Reed,2,13,0,4.09,8,22.4,0,7,0,61,35,Active,0,,
CX-100764,Tidewater Services,Financial Services,EMEA,UAE,Mid-Market,2294,2024-02-22,28,Annual,375700,388,281,0.724,4,Enlighten AI (Copilot / Autopilot); IVR / Voice; Interaction Analytics; Workforce Management (WFM),Yes,No,7.7,90053,-8.9,2.6,Yes,56,Unassigned,0,12,0,4.36,4,21.9,9.5,0,37600,70,39,Active,0,,
CX-100765,Aurora Financial,Financial Services,EMEA,United Kingdom,Enterprise,83114,2021-07-25,59,Annual,3617100,3651,2596,0.711,3,Digital Channels (Chat/Email/Social); Feedback Management; Quality Management,No,Yes,57.5,1405453,7.9,1.7,Yes,56,Dana Levi,1,17,0,4.06,0,19.4,0,0,180900,64,40,Active,0,,
CX-100766,Falcon Brands,Hospitality,LATAM,Brazil,Mid-Market,2007,2022-02-23,52,Annual,128600,120,63,0.525,2,IVR / Voice; Quality Management,No,No,6.9,30995,5.1,4.0,Yes,24,Priya Nair,3,7,2,4.66,9,16.2,13.2,23,6400,61,35,Active,0,,
CX-100767,Northwind Services,Insurance,EMEA,Israel,Mid-Market,1001,2021-06-24,60,Annual,185900,157,117,0.745,5,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Interaction Analytics; Recording & Compliance; Workforce Management (WFM),No,Yes,51.4,61701,12.9,1.1,Yes,68,Noa Cohen,0,6,4,4.45,2,30.6,7.7,0,9300,68,35,Active,0,,
CX-100768,Summit Financial,Telecom,APAC,Philippines,Mid-Market,2381,2024-07-23,23,Monthly,140300,146,58,0.397,2,Digital Channels (Chat/Email/Social); Feedback Management,No,Yes,24.1,33449,11.1,2.9,Yes,39,Unassigned,0,9,1,3.0,0,8.0,0,0,7000,43,63,Churned,1,2025-03-27,Poor support experience
CX-100769,Quantum Financial,Retail,North America,United States,Mid-Market,2409,2023-10-24,32,Annual,367400,313,203,0.649,2,Enlighten AI (Copilot / Autopilot); Quality Management,Yes,No,4.0,104330,-5.9,1.3,Yes,42,Marcus Reed,4,5,0,4.78,3,21.9,7.0,0,73500,81,11,Active,0,,
CX-100770,Horizon Networks,Hospitality,APAC,Australia,Mid-Market,1244,2022-09-23,45,Annual,499100,388,228,0.588,3,Interaction Analytics; Performance Management; Quality Management,No,No,0.5,57818,2.4,6.3,No,112,Aisha Khan,3,17,0,3.73,10,5.8,0,0,-49900,44,58,Active,0,,
CX-100771,Northwind Industries,Hospitality,North America,United States,SMB,91,2025-12-22,6,Annual,34700,27,19,0.704,3,ACD (Omnichannel Routing); IVR / Voice; Recording & Compliance,No,No,1.5,4826,10.0,4.2,Yes,59,Priya Nair,4,8,0,3.5,5,15.5,11.0,0,0,79,20,Active,0,,
CX-100772,Falcon Services,Healthcare,North America,United States,SMB,216,2021-12-24,54,Annual,48200,40,29,0.725,1,IVR / Voice,No,No,7.5,12481,0.0,3.5,Yes,22,Tom Fischer,2,9,0,4.05,1,11.5,17.3,0,0,78,27,Churned,1,2025-04-05,Price / budget cuts
CX-100773,Sterling Brands,Telecom,North America,Canada,SMB,94,2026-04-23,2,Monthly,9900,10,8,0.8,4,Digital Channels (Chat/Email/Social); IVR / Voice; Performance Management; Workforce Management (WFM),No,Yes,19.5,1719,19.4,6.3,Yes,19,Sofia Marin,2,8,0,4.51,0,26.9,0,30,500,77,23,Active,0,,
CX-100774,Tidewater Hospitality,Technology / SaaS,LATAM,Argentina,SMB,232,2022-03-25,51,Annual,42600,37,26,0.703,2,Feedback Management; Recording & Compliance,No,No,3.8,5247,-23.1,6.5,Yes,31,Diego Alvarez,0,8,0,3.26,6,27.5,24.2,0,8500,80,26,Active,0,,
CX-100775,Aurora Industries,Financial Services,LATAM,Mexico,SMB,250,2024-08-23,22,Monthly,60500,51,31,0.608,2,Interaction Analytics; Performance Management,No,No,1.7,13916,8.3,0.5,Yes,37,Aisha Khan,4,12,2,4.61,7,18.0,5.1,0,0,62,43,Active,0,,
CX-100776,Brightline Telecom,Financial Services,EMEA,Israel,Mid-Market,1775,2023-12-23,30,Annual,128100,138,123,0.891,5,ACD (Omnichannel Routing); Feedback Management; IVR / Voice; Performance Management; Recording & Compliance,No,No,6.5,69413,7.3,5.9,Yes,53,Priya Nair,3,8,1,4.25,7,17.0,15.1,0,0,75,27,Active,0,,
CX-100777,Aurora Communications,Healthcare,EMEA,Germany,Enterprise,75234,2022-09-23,45,Annual,3039300,3532,3083,0.873,7,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); IVR / Voice; Interaction Analytics; Performance Management; Quality Management; Workforce Management (WFM),No,Yes,26.5,1660936,-10.7,4.5,Yes,56,Tom Fischer,3,11,1,4.74,5,14.5,6.0,113,0,72,29,Active,0,,
CX-100778,Harbor Group,Technology / SaaS,EMEA,Israel,Mid-Market,2117,2019-08-26,82,Multi-Year,301400,316,278,0.88,2,Enlighten AI (Copilot / Autopilot); Workforce Management (WFM),Yes,No,1.0,169879,1.9,1.3,Yes,65,Kenji Watanabe,2,0,3,4.94,4,30.3,5.3,67,0,71,28,Active,0,,
CX-100779,Horizon Partners,Utilities,EMEA,France,Enterprise,41364,2022-08-24,46,Multi-Year,3908600,3830,2578,0.673,4,ACD (Omnichannel Routing); Enlighten AI (Copilot / Autopilot); Feedback Management; IVR / Voice,Yes,No,0.4,1326542,1.0,3.6,Yes,27,Sofia Marin,0,11,0,3.52,8,8.1,9.9,0,0,59,41,Active,0,,
CX-100780,Northwind Solutions,Utilities,APAC,Philippines,Mid-Market,1089,2026-01-21,5,Annual,363900,377,313,0.83,3,ACD (Omnichannel Routing); Quality Management; Recording & Compliance,No,No,1.9,166194,-29.8,5.2,No,137,Dana Levi,4,4,3,3.46,8,8.8,0,26,0,54,49,Churned,1,2026-04-12,Reliability / outages
CX-100781,Lumen Telecom,Utilities,North America,United States,Mid-Market,934,2023-12-23,30,Annual,267900,207,195,0.942,4,Digital Channels (Chat/Email/Social); IVR / Voice; Interaction Analytics; Performance Management,No,Yes,16.1,109184,0.1,2.8,No,117,Marcus Reed,2,19,0,4.18,3,31.0,12.4,0,0,66,30,Active,0,,
CX-100782,Northwind Holdings,Insurance,LATAM,Argentina,SMB,182,2026-01-21,5,Annual,54300,40,40,1.0,4,Enlighten AI (Copilot / Autopilot); IVR / Voice; Quality Management; Recording & Compliance,Yes,No,2.7,13801,-6.3,4.1,Yes,22,Unassigned,0,7,1,4.67,1,28.4,5.4,11,5400,70,20,Active,0,,
CX-100783,Meridian Labs,Retail,APAC,India,SMB,242,2023-09-23,33,Multi-Year,30300,22,15,0.682,3,ACD (Omnichannel Routing); Feedback Management; Workforce Management (WFM),No,No,6.1,7458,6.2,2.3,No,91,Unassigned,0,12,3,3.53,3,8.8,11.2,0,0,22,72,Churned,1,2025-01-30,Reliability / outages
CX-100784,Beacon Logistics,Retail,LATAM,Mexico,Mid-Market,522,2021-10-24,56,Multi-Year,80600,73,65,0.89,6,Feedback Management; Interaction Analytics; Performance Management; Quality Management; Recording & Compliance; Workforce Management (WFM),No,No,2.6,25198,2.7,2.3,Yes,20,Tom Fischer,2,0,0,3.36,3,15.4,4.0,0,0,73,25,Active,0,,
CX-100785,Evergreen Digital,Retail,EMEA,France,Enterprise,48138,2022-05-25,49,Multi-Year,639700,597,390,0.653,10,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); Feedback Management; IVR / Voice; Interaction Analytics; Performance Management; Quality Management; Recording & Compliance; Workforce Management (WFM),Yes,Yes,5.0,165108,-3.1,5.8,No,182,Liam O'Brien,3,14,3,4.26,5,0.6,13.6,0,0,25,65,Active,0,,
CX-100786,Lumen Logistics,Financial Services,EMEA,United Kingdom,Mid-Market,810,2025-04-23,14,Multi-Year,68100,78,55,0.705,5,Enlighten AI (Copilot / Autopilot); Feedback Management; Interaction Analytics; Quality Management; Workforce Management (WFM),Yes,No,5.0,26920,3.5,1.5,Yes,40,Sofia Marin,2,2,0,3.5,3,4.4,5.7,0,0,75,15,Active,0,,
CX-100787,Cascade Financial,Healthcare,North America,United States,SMB,32,2022-09-23,45,Annual,22400,17,14,0.824,5,Feedback Management; Performance Management; Quality Management; Recording & Compliance; Workforce Management (WFM),No,No,4.8,9009,20.7,5.7,Yes,27,Priya Nair,0,21,2,4.6,2,9.2,5.9,0,0,63,35,Active,0,,
CX-100788,Brightline Logistics,Insurance,North America,United States,SMB,270,2025-02-21,16,Annual,14900,12,11,0.917,3,Feedback Management; Interaction Analytics; Workforce Management (WFM),No,No,0.7,3824,7.3,6.1,Yes,43,Noa Cohen,0,26,0,3.59,5,1.7,0,0,0,58,44,Active,0,,
CX-100789,Sequoia Telecom,Financial Services,EMEA,France,SMB,285,2022-06-24,48,Multi-Year,31400,28,28,1.0,1,Workforce Management (WFM),No,No,1.8,16562,-13.5,5.2,Yes,56,Kenji Watanabe,4,13,1,4.71,4,18.7,3.8,0,1600,74,17,Active,0,,
CX-100790,Beacon Communications,Telecom,LATAM,Argentina,SMB,195,2022-02-23,52,Multi-Year,19700,19,19,1.0,1,IVR / Voice,No,No,1.9,8554,30.7,1.8,Yes,34,Priya Nair,3,15,0,2.95,4,34.7,3.3,0,3900,67,31,Active,0,,
CX-100791,Pioneer Solutions,Retail,EMEA,United Kingdom,Enterprise,58049,2025-11-22,7,Multi-Year,1748700,1695,1382,0.815,6,ACD (Omnichannel Routing); Enlighten AI (Copilot / Autopilot); Feedback Management; Quality Management; Recording & Compliance; Workforce Management (WFM),Yes,No,6.4,684147,-3.3,3.1,Yes,68,Marcus Reed,2,6,0,3.29,1,14.2,16.4,0,0,55,35,Active,0,,
CX-100792,Solstice Mutual,Financial Services,LATAM,Mexico,SMB,125,2021-06-24,60,Multi-Year,42900,43,32,0.744,2,Interaction Analytics; Recording & Compliance,No,No,4.8,10073,4.6,3.2,Yes,50,Unassigned,0,13,1,4.38,0,27.6,14.9,48,-4300,57,42,Active,0,,
CX-100793,Northwind Mutual,Utilities,EMEA,United Kingdom,Enterprise,10484,2020-07-25,71,Multi-Year,878600,921,921,1.0,6,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); IVR / Voice; Interaction Analytics; Quality Management; Workforce Management (WFM),No,Yes,18.9,524069,-0.0,5.2,Yes,57,Diego Alvarez,3,11,0,4.39,2,0.5,5.4,0,43900,90,19,Active,0,,
CX-100794,Lumen Health Systems,Technology / SaaS,LATAM,Argentina,SMB,69,2026-03-23,3,Monthly,42700,45,45,1.0,4,Enlighten AI (Copilot / Autopilot); IVR / Voice; Quality Management; Recording & Compliance,Yes,No,8.0,28279,-6.6,4.3,Yes,59,Marcus Reed,1,14,0,3.04,3,7.1,0,11,0,55,40,Active,0,,
CX-100795,Vertex Labs,Travel,North America,Canada,SMB,147,2021-02-23,64,Multi-Year,18600,17,12,0.706,1,IVR / Voice,No,No,5.1,7513,-4.8,3.5,No,130,Liam O'Brien,0,13,0,4.48,9,35.0,0,0,1900,56,44,Churned,1,2025-04-25,Seasonal seat downsizing
CX-100796,Summit Partners,Financial Services,North America,Canada,Mid-Market,1870,2022-02-23,52,Multi-Year,321500,361,145,0.402,3,Enlighten AI (Copilot / Autopilot); IVR / Voice; Interaction Analytics,Yes,No,4.0,57338,-13.4,4.3,Yes,20,Sofia Marin,4,8,0,3.86,3,30.8,13.3,0,0,64,29,Active,0,,
CX-100797,Nimbus Solutions,Technology / SaaS,North America,Canada,SMB,87,2024-01-23,29,Monthly,83300,57,40,0.702,1,Workforce Management (WFM),No,No,0.1,9733,5.8,0.9,Yes,65,Unassigned,0,9,0,3.22,6,25.0,9.0,0,8300,43,46,Active,0,,
CX-100798,Sterling Brands,Retail,LATAM,Brazil,SMB,200,2022-06-24,48,Annual,67200,55,25,0.455,1,Feedback Management,No,No,1.1,15940,2.2,4.4,No,121,Kenji Watanabe,1,17,1,3.65,5,24.7,0,5,0,41,58,Churned,1,2026-06-06,Low adoption / shelfware
CX-100799,Evergreen Mutual,Travel,North America,Canada,SMB,195,2025-06-23,12,Monthly,39500,31,14,0.452,2,Performance Management; Quality Management,No,No,3.6,5099,-5.8,0.7,Yes,30,Noa Cohen,2,7,0,4.16,7,2.6,0,0,0,55,52,Churned,1,2026-06-02,Seasonal seat downsizing
CX-100800,Quantum Solutions,Public Sector,EMEA,United Kingdom,SMB,221,2026-02-21,4,Monthly,19000,16,8,0.5,2,IVR / Voice; Recording & Compliance,No,No,1.9,3235,21.3,4.5,Yes,41,Noa Cohen,1,5,1,3.75,5,33.7,0,10,-1900,56,43,Active,0,,
CX-100801,Sable Labs,Financial Services,APAC,Japan,SMB,102,2025-05-23,13,Annual,14400,12,7,0.583,1,Interaction Analytics,No,No,5.3,2185,-17.6,2.0,Yes,67,Unassigned,0,8,1,3.79,9,1.3,24.6,0,1400,43,58,Churned,1,2025-08-08,Price / budget cuts
CX-100802,Keystone Resorts,Public Sector,EMEA,Germany,Mid-Market,1099,2021-08-24,58,Multi-Year,173100,159,112,0.704,3,Digital Channels (Chat/Email/Social); Feedback Management; Interaction Analytics,No,Yes,14.9,60341,6.8,5.4,Yes,67,Liam O'Brien,2,17,2,4.5,5,8.7,0,0,-17300,57,44,Active,0,,
CX-100803,Pioneer Retail Co,Healthcare,North America,Canada,SMB,289,2024-07-23,23,Monthly,35300,27,10,0.37,2,Enlighten AI (Copilot / Autopilot); IVR / Voice,Yes,No,0.8,6495,11.9,3.1,Yes,34,Marcus Reed,0,10,1,3.29,1,14.1,5.2,0,0,30,66,Churned,1,2025-09-10,Low adoption / shelfware
CX-100804,Aurora Holdings,Insurance,LATAM,Argentina,Mid-Market,1284,2025-02-21,16,Annual,124700,111,106,0.955,5,Feedback Management; IVR / Voice; Interaction Analytics; Performance Management; Quality Management,No,No,6.9,54534,-15.2,4.2,Yes,61,Sofia Marin,2,2,1,4.06,1,20.1,0,0,0,87,18,Active,0,,
CX-100805,Evergreen Holdings,Financial Services,APAC,Japan,SMB,137,2024-08-23,22,Multi-Year,26800,22,12,0.545,4,Digital Channels (Chat/Email/Social); IVR / Voice; Interaction Analytics; Workforce Management (WFM),No,Yes,32.9,6689,-21.0,0.8,Yes,55,Unassigned,0,12,1,2.93,6,12.9,21.4,0,1300,45,58,Churned,1,2026-04-07,Price / budget cuts
CX-100806,Apex Hospitality,Insurance,EMEA,Israel,SMB,300,2022-05-25,49,Annual,41800,41,41,1.0,4,ACD (Omnichannel Routing); Feedback Management; IVR / Voice; Interaction Analytics,No,No,6.1,12215,0.7,3.2,Yes,33,Priya Nair,3,5,0,3.64,8,4.7,0,0,0,96,3,Active,0,,
CX-100807,Pinnacle Stores,Travel,LATAM,Mexico,SMB,240,2022-02-23,52,Annual,69500,60,46,0.767,1,Performance Management,No,No,3.8,28500,0.1,3.2,No,172,Sofia Marin,1,26,2,4.58,10,6.0,5.6,0,13900,39,73,Churned,1,2025-02-08,Reliability / outages
CX-100808,Nimbus Resorts,Financial Services,EMEA,France,SMB,229,2025-02-21,16,Annual,31700,25,12,0.48,5,ACD (Omnichannel Routing); Enlighten AI (Copilot / Autopilot); IVR / Voice; Interaction Analytics; Workforce Management (WFM),Yes,No,0.5,7162,10.0,2.4,Yes,28,Unassigned,0,14,1,4.65,10,29.4,2.3,0,-3200,54,48,Active,0,,
CX-100809,Keystone Holdings,Hospitality,North America,United States,Mid-Market,1999,2026-02-21,4,Multi-Year,380700,344,268,0.779,4,Digital Channels (Chat/Email/Social); IVR / Voice; Performance Management; Workforce Management (WFM),No,Yes,52.4,153495,12.1,4.3,Yes,59,Aisha Khan,4,21,0,3.74,0,30.9,0,12,19000,60,42,Active,0,,
CX-100810,Pinnacle Holdings,Insurance,North America,Canada,SMB,21,2023-10-24,32,Multi-Year,12200,10,9,0.9,2,Digital Channels (Chat/Email/Social); Workforce Management (WFM),No,Yes,57.3,1920,15.5,2.6,Yes,27,Priya Nair,1,7,0,2.76,1,9.8,5.8,0,2400,79,24,Active,0,,
CX-100811,Northwind Digital,Financial Services,EMEA,UAE,SMB,208,2022-11-23,43,Annual,49900,37,33,0.892,4,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Recording & Compliance; Workforce Management (WFM),No,Yes,3.8,9860,8.2,0.4,Yes,65,Unassigned,0,14,0,4.72,3,33.7,0,0,0,73,27,Active,0,,
CX-100812,Beacon Insurance,Technology / SaaS,EMEA,South Africa,Mid-Market,1811,2022-09-23,45,Multi-Year,346800,347,149,0.429,1,ACD (Omnichannel Routing),No,No,6.6,35560,7.5,5.7,Yes,29,Sofia Marin,1,18,2,3.73,5,28.8,6.5,0,-34700,44,59,Active,0,,
CX-100813,Pioneer Group,Retail,EMEA,UAE,Enterprise,19354,2022-08-24,46,Annual,2394600,3304,2743,0.83,8,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); Feedback Management; IVR / Voice; Interaction Analytics; Performance Management; Quality Management,Yes,Yes,40.2,860631,-1.7,2.7,Yes,55,Noa Cohen,3,18,1,4.23,4,30.7,9.6,0,-239500,69,31,Active,0,,
CX-100814,Pinnacle Partners,Technology / SaaS,LATAM,Brazil,SMB,231,2024-05-23,25,Multi-Year,13600,10,7,0.7,3,Digital Channels (Chat/Email/Social); Interaction Analytics; Performance Management,No,Yes,5.5,4480,-2.8,6.4,Yes,40,Kenji Watanabe,0,8,1,5.0,4,30.8,7.1,0,0,91,6,Churned,1,2025-06-06,Seasonal seat downsizing
CX-100815,Cobalt Airlines,Telecom,North America,Canada,SMB,195,2025-10-22,8,Annual,52700,49,40,0.816,3,Interaction Analytics; Quality Management; Recording & Compliance,No,No,4.4,17286,2.1,4.9,Yes,46,Noa Cohen,2,0,1,4.09,5,21.7,0,0,0,90,12,Active,0,,
CX-100816,Summit Group,Technology / SaaS,North America,Canada,Mid-Market,1367,2022-05-25,49,Annual,173600,136,63,0.463,4,Enlighten AI (Copilot / Autopilot); Performance Management; Recording & Compliance; Workforce Management (WFM),Yes,No,6.9,16354,-10.8,0.4,Yes,56,Marcus Reed,0,3,0,3.59,1,30.7,0,0,0,65,39,Active,0,,
CX-100817,Granite Labs,Retail,North America,United States,SMB,178,2025-04-23,14,Annual,15600,17,9,0.529,3,ACD (Omnichannel Routing); Interaction Analytics; Recording & Compliance,No,No,3.4,3596,-12.6,1.4,Yes,44,Marcus Reed,4,9,0,3.67,6,18.6,18.7,0,0,61,45,Active,0,,
CX-100818,Tidewater Hospitality,Healthcare,North America,United States,SMB,281,2024-01-23,29,Monthly,26900,27,24,0.889,4,ACD (Omnichannel Routing); IVR / Voice; Interaction Analytics; Quality Management,No,No,3.1,6297,-27.3,5.9,No,167,Aisha Khan,3,11,1,3.5,8,30.9,0,0,2700,35,58,Active,0,,
CX-100819,Sable Networks,Public Sector,EMEA,UAE,SMB,181,2023-03-25,39,Annual,82100,56,46,0.821,3,Enlighten AI (Copilot / Autopilot); Feedback Management; Workforce Management (WFM),Yes,No,1.8,26076,12.6,3.7,Yes,38,Noa Cohen,2,11,0,3.96,10,26.9,13.8,50,16400,72,31,Active,0,,
CX-100820,Ironwood Brands,Technology / SaaS,LATAM,Brazil,Mid-Market,1439,2025-03-23,15,Annual,176300,136,102,0.75,4,Digital Channels (Chat/Email/Social); Feedback Management; Interaction Analytics; Performance Management,No,Yes,61.4,32368,-6.4,2.0,Yes,47,Diego Alvarez,4,8,1,4.31,0,34.2,2.2,112,8800,71,36,Churned,1,2026-04-29,Champion left
CX-100821,Tidewater Airlines,Retail,LATAM,Mexico,SMB,292,2022-02-23,52,Annual,59600,49,32,0.653,2,Feedback Management; Interaction Analytics,No,No,2.4,11401,-3.9,2.6,Yes,57,Liam O'Brien,1,2,0,4.05,10,4.2,3.0,0,11900,86,16,Churned,1,2026-03-31,Seasonal seat downsizing
CX-100822,Solstice Mutual,Utilities,APAC,Australia,SMB,96,2023-06-24,36,Annual,41500,29,20,0.69,1,Enlighten AI (Copilot / Autopilot),Yes,No,6.8,5824,5.7,2.5,Yes,50,Liam O'Brien,3,17,0,2.89,10,33.0,0,0,4200,61,43,Active,0,,
CX-100823,Evergreen Energy,Utilities,APAC,Australia,SMB,194,2024-02-22,28,Annual,13600,10,8,0.8,2,Feedback Management; Recording & Compliance,No,No,0.5,2805,9.3,5.5,No,182,Tom Fischer,2,22,0,4.58,1,5.8,0,0,2700,64,32,Churned,1,2025-08-07,Poor support experience
CX-100824,Meridian Brands,Insurance,EMEA,Israel,SMB,40,2021-12-24,54,Annual,38500,31,16,0.516,6,Digital Channels (Chat/Email/Social); Feedback Management; IVR / Voice; Interaction Analytics; Performance Management; Workforce Management (WFM),No,Yes,48.9,3565,-25.8,2.1,Yes,70,Marcus Reed,0,28,0,3.89,7,0.0,0,13,0,52,49,Active,0,,
CX-100825,Maple Communications,Retail,APAC,Philippines,Mid-Market,1357,2025-07-23,11,Annual,277700,274,191,0.697,4,Enlighten AI (Copilot / Autopilot); Interaction Analytics; Recording & Compliance; Workforce Management (WFM),Yes,No,0.8,49657,17.0,6.5,Yes,61,Noa Cohen,2,9,0,2.58,8,2.6,6.5,0,27800,63,38,Active,0,,
CX-100826,Solstice Brands,Telecom,APAC,Philippines,SMB,225,2022-09-23,45,Annual,14700,15,11,0.733,2,Performance Management; Workforce Management (WFM),No,No,3.6,5499,2.6,4.8,No,74,Marcus Reed,0,0,0,4.34,8,13.7,0,0,1500,64,31,Active,0,,
CX-100827,Vertex Labs,Telecom,APAC,India,SMB,259,2026-03-23,3,Multi-Year,45100,31,19,0.613,3,Enlighten AI (Copilot / Autopilot); Feedback Management; Quality Management,Yes,No,0.9,7552,-0.4,6.5,Yes,46,Liam O'Brien,2,3,0,3.4,2,33.3,0,0,2300,76,25,Active,0,,
CX-100828,Summit Industries,Retail,EMEA,Israel,Mid-Market,554,2021-03-25,63,Multi-Year,202800,213,130,0.61,4,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Feedback Management; IVR / Voice,No,Yes,62.1,82753,9.2,1.0,Yes,48,Dana Levi,3,8,0,4.3,0,27.8,0,0,20300,89,10,Active,0,,
CX-100829,Maple Brands,Retail,North America,United States,Mid-Market,731,2024-06-23,24,Multi-Year,200500,183,148,0.809,6,ACD (Omnichannel Routing); Digital Channels (Chat/Email/Social); Enlighten AI (Copilot / Autopilot); Interaction Analytics; Performance Management; Recording & Compliance,Yes,Yes,18.6,94161,-12.7,0.4,No,156,Sofia Marin,1,22,0,4.06,2,7.7,7.9,0,10000,50,45,Active,0,,
CX-100830,Meridian Stores,Healthcare,APAC,India,Mid-Market,2660,2022-11-23,43,Multi-Year,397800,326,204,0.626,3,Interaction Analytics; Quality Management; Workforce Management (WFM),No,No,5.5,99727,-7.9,4.4,Yes,19,Diego Alvarez,4,10,0,3.66,2,10.2,0,12,39800,67,34,Active,0,,
CX-100831,Pioneer Networks,Hospitality,North America,United States,SMB,145,2024-01-23,29,Annual,65500,60,35,0.583,1,IVR / Voice,No,No,5.3,14370,-22.7,1.9,Yes,49,Liam O'Brien,2,2,0,4.56,9,3.6,8.7,0,6600,76,19,Churned,1,2024-12-30,Seasonal seat downsizing
CX-100832,Meridian Partners,Telecom,APAC,Singapore,SMB,278,2020-07-25,71,Multi-Year,12400,12,9,0.75,1,IVR / Voice,No,No,5.5,4180,-1.2,6.4,No,94,Liam O'Brien,3,24,0,4.03,8,15.9,0,0,600,48,53,Churned,1,2025-09-10,Poor support experience
